timestamp,temperature
1647132826.0637105,0.3278736789219091
1647132836.0724266,0.06621768957611096
1647132841.0867016,0.4981219724626913
1647132846.0999858,0.2127412888807484
1647132851.1021192,0.9235958095125667
1647132856.114249,0.6113257749562867
1647132861.127383,0.19580860460148297
1647132866.1395187,0.3767787806644105
1647132871.1514037,0.544553306922234
1647132876.1665337,0.244693373326053
1647132881.175679,0.6353314277245846
1647132886.1798987,0.4559254334950452
1647132891.1954806,0.6561495479970724
1647132896.203611,0.7223098672031351
1647132901.1367266,0.16519814346189243
1647132906.2188735,0.7561760752998149
1647132911.2270062,0.7478593418731773
1647132916.2311373,0.9684481215775282
1647132921.2462714,0.4390985519787811
1647132926.2572398,0.10538348083493232
1647132931.2605348,0.4838307831773119
1647132936.2766678,0.9802421887058087
1647132941.2918,0.832599865141208
1647132946.3029335,0.44405334738957203
1647132951.3050642,0.2276164331667001
1647132956.316204,0.9228268737916795
1647132961.3335016,0.40199464299625753
1647132966.3444536,0.7107618093798824
1647132971.3585868,0.8998036955693199
1647132976.361717,0.470160308219008
1647132981.3648472,0.4735740967895806
1647132986.3729796,0.9059140170286437
1647132991.3801112,0.15435320942137953
1647132996.383762,0.48319022048012217
1647133001.3896313,0.7311269246051716
1647133006.3992586,0.46300685492702565
1647133011.4084382,0.1753394355248944
1647133016.4095676,0.28501784812641084
1647133021.4247015,0.2988801390453182
1647133026.431833,0.33028851265995185
1647133031.4439669,0.5432510085520813
1647133036.446097,0.23784482865460332
1647133041.4595704,0.11275852702297773
1647133046.4632635,0.4265104415274552
1647133051.466394,0.6448127454360414
1647133056.4725268,0.05267899319526881
1647133061.4806569,0.5508733429294217
1647133066.4857898,0.414277319422408
1647133071.4969213,0.8882008189684254
1647133076.502076,0.13301994791339744
1647133081.5183935,0.7097956544613019
1647133086.5318277,0.11322090287881603
1647133091.5435538,0.32817527716586425
1647133096.5516856,0.4480948369434897
1647133101.5598166,0.17036236021893603
1647133106.575949,0.069014438114545
1647133111.5760791,0.10429775833453181
1647133116.57621,0.7376641353652102
1647133121.5883427,0.9952004565973982
1647133126.5884736,0.23928908443189467
1647133131.5896022,0.3182463699978132
1647133136.6037383,0.7133016048174836
1647133141.6068664,0.013227245752216787
1647133146.607997,0.1869892948094668
1647133151.619131,0.7681543419431951
1647133156.6342635,0.7342835306539842
1647133161.6473968,0.4958946642744936
1647133166.6515272,0.5826061440278764
1647133171.6556578,0.06636426612155222
1647133176.6567895,0.7693557080703574
1647133181.6709223,0.8446733925967478
1647133186.6710522,0.6744525954031199
1647133191.685185,0.14112755311288594
1647133196.6953201,0.03771866473469776
1647133201.70445,0.6078386124145038
1647133206.7145817,0.2688700756495813
1647133211.7247138,0.5224645160796285
1647133216.7398472,0.3867722338134415
1647133221.7409775,0.33897309281605104
1647133226.7571115,0.5864118434426193
1647133231.7682447,0.6150223197099132
1647133236.7803771,0.2074169945799571
1647133241.7965102,0.6060017899164442
1647133246.799641,0.14143700377453983
1647133251.8037724,0.5869581761411452
1647133256.806903,0.701990412304124
1647133261.8220363,0.7435501257525955
1647133266.827167,0.1484340076508418
1647133271.8272972,0.4153276299595067
1647133276.8314283,0.7228825508114243
1647133281.8325586,0.3729859373398067
1647133286.842692,0.3507732342885608
1647133291.8558242,0.849662659391596
1647133296.8709576,0.4991143318357263
1647133301.8710878,0.010979164894478699
1647133306.8812206,0.9498866245475233
1647133311.8833516,0.5114851122146187
1647133316.8974843,0.3423455865820426
1647133321.9086163,0.7678357760612018
1647133326.9207504,0.9398391679161299
1647133331.9328818,0.3775461845047967
1647133336.9480157,0.7422474446215713
1647133341.9611485,0.3949933462959415
1647133346.964279,0.3142505038489659
1647133351.9714112,0.20442065382910957
1647133356.9825435,0.009953910883379047
1647133361.9956763,0.6774275705001945
1647133367.0108101,0.45951681400360667
1647133372.0199418,0.46729979272152944
1647133377.034076,0.627820207666699
1647133382.040208,0.8526499249172413
1647133387.0543406,0.12699419261199085
1647133392.0674734,0.8734079812044999
1647133397.0796053,0.9893488499800615
1647133402.094739,0.5355891282299063
1647133407.0988698,0.13112960722410405
1647133412.1170044,0.8715733196680246
1647133417.1191347,0.8564639196859136
1647133422.1292675,0.17495383791142394
1647133427.143401,0.34087327624237984
1647133432.1565337,0.43869112696664636
1647133437.1606646,0.3595099798143191
1647133442.171797,0.6658283752819403
1647133447.1849303,0.9571158173059641
1647133452.195062,0.9640211453329175
1647133457.2071948,0.5030095993889353
1647133462.2143264,0.7500592387218519
1647133467.220458,0.1648484486976861
1647133472.2355917,0.6708482082358395
1647133477.2487252,0.9490938941867273
1647133482.2638574,0.4999453677328636
1647133487.2749908,0.3108915684659541
1647133492.277121,0.2586649921608791
1647133497.2912548,0.9424118203498317
1647133502.304387,0.3888831439060805
1647133507.3065174,0.620807840630737
1647133512.3156497,0.1026916698291096
1647133517.3297834,0.666727060155673
1647133522.3419151,0.15951818217030933
1647133527.3450468,0.9207784034123576
1647133532.3581796,0.589704983271866
1647133537.3613102,0.7058558930611144
1647133542.3644414,0.6600161001876181
1647133547.3795757,0.9699628373750777
1647133552.3887072,0.9759341899559436
1647133557.3988392,0.9170633302952657
1647133562.4109714,0.3841597455726872
1647133567.422104,0.6151439268564043
1647133572.4352374,0.5318187907900842
1647133577.4363675,0.9188839357564315
1647133582.4505012,0.04124956812520364
1647133587.463634,0.26275987820760627
1647133592.4767663,0.03837497160986447
1647133597.4878993,0.16234677825481048
1647133602.501032,0.7932605271149832
1647133607.5081644,0.7223724243325833
1647133612.5142958,0.6827296717539691
1647133617.5154252,0.7088984440238628
1647133622.5305603,0.587382247799608
1647133627.544693,0.12020388537634374
1647133632.555825,0.9522101244598838
1647133637.5699582,0.9337159052120968
1647133642.5840914,0.4032311360659211
1647133647.5862224,0.8034318031897442
1647133652.5993562,0.2573868410229909
1647133657.6004858,0.7415749858012978
1647133662.6156185,0.9694382142404897
1647133667.6307526,0.07451100479216899
1647133672.6458857,0.9437479460267402
1647133677.6610198,0.539296958746157
1647133682.675152,0.6201177637800835
1647133687.676283,0.3762603276456463
1647133692.6884153,0.8366912715133202
1647133697.6895454,0.20824426405886387
1647133702.6946762,0.7345629804423538
1647133707.70081,0.11987373847109561
1647133712.7129412,0.09455672044373675
1647133717.7170727,0.05533759286419604
1647133722.7312067,0.6529087706215865
1647133727.7453382,0.6335560977360828
1647133732.7604718,0.0563572845261574
1647133737.7736058,0.9211368747961636
1647133742.7757354,0.687440544636816
1647133747.776866,0.8925801163921449
1647133752.7809966,0.08798713123387314
1647133757.781127,0.8358460244833147
1647133762.792259,0.20373052544641168
1647133767.8003914,0.469771564768653
1647133772.804522,0.7639301574272196
1647133777.8216555,0.49255208718341026
1647133782.8247867,0.012283598975694754
1647133787.8269172,0.5054079727285777
1647133792.8270473,0.12412309041059866
1647133797.8271778,0.028521952462040367
1647133802.8403103,0.004185840505518734
1647133807.8564444,0.43568744822346916
1647133812.8715782,0.0414109445764973
1647133817.88071,0.8270535299193352
1647133822.8908422,0.3599006544991702
1647133827.9049768,0.65025381817042
